"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.34986,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.31487,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.41278,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.56817,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.66569,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.69161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.63069,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.49062,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.33331,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99.2038,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",99.17667,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.31039,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.45535,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.5192,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.50591,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.4708,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.41774,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.3013,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.16539,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.05215,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.01542,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.0481,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.15035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.32641,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.61612,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.91128,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0887,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.1853,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.2807,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3867,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.4858,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5733,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.6789,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.766,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.8213,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.8344,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8332,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8001,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.6742,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.521,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.4364,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.4171,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.4876,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.5562,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.5531,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.459,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.389,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.3429,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3361,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3356,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.3529,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3945,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3724,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.3255,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.3362,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.3805,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.4285,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.4631,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.494,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.4997,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.4739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",100.493,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.57,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.6687,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.7771,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.8926,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.0011,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.0764,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.0838,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.0763,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.0561,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.045,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.0392,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.1092,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.188,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.2016,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.182,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.1198,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.0449,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",100.9846,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",100.9121,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",100.8508,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",100.8616,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",100.9789,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.1081,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.272,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.3855,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",101.3895,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",101.3641,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.3657,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.3798,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.3843,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.3964,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.4392,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.4958,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.5947,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.7047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.8215,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.8513,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.8223,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.8148,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.8067,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.7688,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.7512,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6933,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.576,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.4676,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.3251,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.1088,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",100.906,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.7596,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.6869,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.629,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.5955,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.4962,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.3056,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0637,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.94579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.0045,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.3644,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.5078,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.6394,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.69,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.6877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.5827,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.4321,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.2879,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.1441,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.98259,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.87939,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.76579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.59364,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.45373,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.46471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.68903,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.93085,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.0708,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.129,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.1263,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.1364,
