"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.0181,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.0584,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.1137,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.1687,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.1666,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.1225,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.0895,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.085,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.1191,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.1634,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.2013,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.2466,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.2771,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.2908,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2011-12",100.3004,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-01",100.2775,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-02",100.1953,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.11,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.074,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.1204,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.1927,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.2449,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-08",100.2904,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-09",100.3296,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-10",100.3539,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-11",100.3521,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.3265,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.3081,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.2981,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.2825,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2548,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.2323,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2136,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1567,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.1173,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.1158,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.1588,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.2251,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.2767,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.3004,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.3047,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.3007,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.2864,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.2961,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.318,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.3522,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.3743,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.382,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.3816,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3703,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.3568,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.3589,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3372,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.2758,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.2055,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.1882,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.1756,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.1463,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.0863,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.98527,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.9589,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.0076,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.0851,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.147,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.161,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1592,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.1653,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.1926,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.2188,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2283,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2231,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.2236,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.2551,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.2714,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.2783,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.2951,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.3377,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.3997,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.4507,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.4734,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4619,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4489,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.4366,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.433,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.4304,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.4509,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.4806,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.481,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.4551,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.4405,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.4543,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.4878,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.5065,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.4822,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.4416,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.4165,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.4107,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.444,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4856,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.5006,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.505,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5159,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.539,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.5446,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.5256,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.4926,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4529,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.407,
"IDN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.3516,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.6243,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6275,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.5909,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.6439,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.6155,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.589,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5086,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.5264,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.6439,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.8119,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",102.0331,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",102.2112,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",102.2675,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",102.1829,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",101.992,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.7497,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.5696,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.5791,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.6427,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.7416,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.7583,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.6474,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.4872,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.32,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.1766,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.0412,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.9268,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.8247,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.6838,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.4449,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.266,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",100.2204,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.2053,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.2065,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.1959,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.1808,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.1635,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.1905,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.2685,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.2861,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.2576,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.1528,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.0442,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.99184,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.0335,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.0683,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.068,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.0769,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.076,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.127,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.2542,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.394,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.4705,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.475,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.4749,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.5068,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.51,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4457,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.2271,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.0029,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",99.91948,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",99.93951,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0099,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.1261,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.2284,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.2878,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.2892,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.3571,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.4672,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.5307,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.5886,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.5789,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.6337,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.7005,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.7742,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.7292,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7699,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.85,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.7837,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.6903,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.6035,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.4803,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.3727,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.2292,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.1214,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.0149,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.91111,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.81863,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.70483,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.58824,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.50034,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.43295,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.40928,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.48371,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.54565,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.43108,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.26637,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.31232,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.46957,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.53693,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.44301,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.33099,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.29752,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.36947,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",99.41908,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.54843,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.71871,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.97581,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.2124,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.3844,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.4939,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.6033,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.6582,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.5471,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.3506,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.0639,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.87774,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.73793,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.51489,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.34618,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.20023,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.07886,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.89268,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.78541,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.82972,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.89782,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.85385,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.77319,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.64828,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.48621,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.4167,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.46535,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.36952,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.17213,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.97935,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.90443,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.02375,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.07984,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.13971,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.21756,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.1642,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",97.84279,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",97.60484,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",97.54655,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.64529,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.73334,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.66967,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.52242,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.32821,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.25632,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.31263,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.39454,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.57283,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.89144,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.1553,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.35565,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.42309,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.41608,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.45348,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.38346,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.32092,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.32866,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.44604,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.66446,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.04653,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.49087,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.7726,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.72464,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.49695,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.24944,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.10917,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.99522,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.91106,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.97404,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.29659,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.7035,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.89966,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.87466,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.77428,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.7057,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.75327,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.0303,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4286,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.7978,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.9866,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.0149,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.9353,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.7377,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5129,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.3629,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2708,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.2172,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.1704,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.98814,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.81953,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.83052,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.91622,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.99414,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.93546,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.77448,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.61516,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.43707,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.30537,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",99.36305,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",99.62434,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",99.98475,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3148,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.5055,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.6113,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.7105,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.715,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.6934,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.6806,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.6998,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.7409,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.8771,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.9697,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9716,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.9367,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.8986,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.839,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.7924,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.7037,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.5587,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.4226,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.3648,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.3753,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.3718,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.4091,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.361,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.2556,
"ITA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.1368,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-07",100.5565,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-08",100.091,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-09",99.09155,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-10",98.19241,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-11",97.42097,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2000-12",97.23552,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-01",97.6498,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-02",98.22776,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-03",98.77877,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.26505,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.71871,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-06",99.96352,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-07",99.924,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-08",99.65795,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.29205,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.37447,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.83669,
